,source,image_id,image_path,damage_severity,informative,humanitarian,disaster_types,event_name,tweet_id,tweet_text,image,IsFlood
16,CrisisMMD,910237972141891585_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910237972141891585_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,hurricane_irma,9.1e+17,JEA Board Assesses Irmaâ€™s Impact On Utility via @WJCTJax https://t.co/fCXXmwH1tq https://t.co/go1ZJjcczn,data_image/hurricane_irma/19_9_2017/910237972141891585_0.jpg,1
17,CrisisMMD,912347218769825792_0,data/crisismmd/data_image/hurricane_maria/25_9_2017/912347218769825792_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.12e+17,Health care challenges will be big in wake of #Hurricane Maria: https://t.co/RSwvXRkvLk https://t.co/5JLskUABmR,data_image/hurricane_maria/25_9_2017/912347218769825792_0.jpg,1
18,CrisisMMD,904488825178779649_0,data/crisismmd/data_image/hurricane_harvey/3_9_2017/904488825178779649_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.04e+17,RT @BryceSaucier: Sneak peek of the Harvey video I'm working on + reference images. Colored by huephoric https://t.co/vgkqQtRpqf,data_image/hurricane_harvey/3_9_2017/904488825178779649_0.jpg,1
19,CrisisMMD,912417707605114880_0,data/crisismmd/data_image/hurricane_maria/25_9_2017/912417707605114880_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.12e+17,The children to the rescue #PuertoRicoRelief efforts have begun. #HurricaneMaria á¼Ÿ5á¼Ÿ7á¼³4á¼³3á¼³1á½¤Fá¼¿D https://t.co/ZxgJfd0m3J,data_image/hurricane_maria/25_9_2017/912417707605114880_0.jpg,1
20,CrisisMMD,904994908016058368_0,data/crisismmd/data_image/hurricane_harvey/5_9_2017/904994908016058368_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.05e+17,Federal loans approved to help cities in Hurricane Harvey's wake - Independent.ie https://t.co/0uGQFITRHz https://t.co/hnVwu5jVfa,data_image/hurricane_harvey/5_9_2017/904994908016058368_0.jpg,1
21,CrisisMMD,904602540041310209_0,data/crisismmd/data_image/hurricane_harvey/4_9_2017/904602540041310209_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.05e+17,RT @stevemcgranahan: #Redneck hurricane survivor skills 101 brilliants! #Harvey https://t.co/K7lV5GaNcj,data_image/hurricane_harvey/4_9_2017/904602540041310209_0.jpg,1
22,CrisisMMD,928984882969174017_0,data/crisismmd/data_image/hurricane_maria/10_11_2017/928984882969174017_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.29e+17,Puerto Rico's Massive Blackout Underscores Island's Fragile Electrical System https://t.co/HY0HYfWgJu https://t.co/wnEN97C5OL,data_image/hurricane_maria/10_11_2017/928984882969174017_0.jpg,1
23,CrisisMMD,904291469409878016_0,data/crisismmd/data_image/hurricane_harvey/3_9_2017/904291469409878016_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.04e+17,Two more people confirmed dead in Texas in wake of Storm Harvey https://t.co/ftP4g8Cj6z https://t.co/HeiB7Fzno2,data_image/hurricane_harvey/3_9_2017/904291469409878016_0.jpg,1
24,CrisisMMD,921564595877302272_0,data/crisismmd/data_image/hurricane_maria/21_10_2017/921564595877302272_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.22e+17,Still Much of #PR Looks the Same... From The Weather Channel https://t.co/FtbGOzAde4 https://t.co/if85s1JIVI,data_image/hurricane_maria/21_10_2017/921564595877302272_0.jpg,1
25,CrisisMMD,908705573570478080_0,data/crisismmd/data_image/hurricane_harvey/15_9_2017/908705573570478080_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.09e+17,El Paso to Orange: Soldiers travel 1000 miles in wake ofÂ Harvey https://t.co/q7vYajSAvC https://t.co/sHahQuENyu,data_image/hurricane_harvey/15_9_2017/908705573570478080_0.jpg,1
26,CrisisMMD,910191453019758592_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910191453019758592_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,"Hurricane Irma is gone, what to do now? á¾‘4 --&gt; https://t.co/QpucyMaM8T #123Brickell #RealEstate #Miami https://t.co/3D3pMXNzSP",data_image/hurricane_irma/19_9_2017/910191453019758592_0.jpg,1
27,CrisisMMD,909396357718343680_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909396357718343680_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_irma,9.09e+17,Hurricane Irma: How Jacksonville-area hospitals responded to latest weather crisis https://t.co/G1B6o4uWKj https://t.co/VLOydrMVpI,data_image/hurricane_irma/17_9_2017/909396357718343680_0.jpg,1
28,CrisisMMD,904457083290099712_0,data/crisismmd/data_image/hurricane_harvey/3_9_2017/904457083290099712_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.04e+17,https://t.co/aP3qOmyCoV Harvey Footage - Champion Forest Baptist Church campus and some of the neighborhoods around https://t.co/VzLHyaMw1v,data_image/hurricane_harvey/3_9_2017/904457083290099712_0.jpg,1
29,CrisisMMD,904677953983967233_0,data/crisismmd/data_image/hurricane_harvey/4_9_2017/904677953983967233_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.05e+17,RT @callerdotcom: WATCH: Students displaced by Harvey register for school https://t.co/6lAzZ3nG8J https://t.co/JmigvNJo09,data_image/hurricane_harvey/4_9_2017/904677953983967233_0.jpg,1
30,CrisisMMD,910129632812371968_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910129632812371968_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,We SURVIVED HURRICANE IRMA â€“ This Storm was NOÂ JOKE! https://t.co/31nisiQyL6 https://t.co/3IyaO7joQR,data_image/hurricane_irma/19_9_2017/910129632812371968_0.jpg,1
31,CrisisMMD,910253973516435457_2,data/crisismmd/data_image/hurricane_irma/19_9_2017/910253973516435457_2.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_irma,9.1e+17,"Thank you #RedCross volunteers, including the more than 150 currently deployed from #RedCrossLA! #Harvey #Irma https://t.co/J3Tqulw4Wj",data_image/hurricane_irma/19_9_2017/910253973516435457_2.jpg,1
32,CrisisMMD,929059311501881344_0,data/crisismmd/data_image/hurricane_maria/10_11_2017/929059311501881344_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.29e+17,"A road is seen washed away by Hurricane Maria outside the municipality of Barranquitas, Puerto Rico https://t.co/IPRIss5BDz",data_image/hurricane_maria/10_11_2017/929059311501881344_0.jpg,1
33,CrisisMMD,905037826286387200_0,data/crisismmd/data_image/hurricane_harvey/5_9_2017/905037826286387200_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.05e+17,How low can #hackers go? Low enough to start #HurricaneHarvey email scams. https://t.co/rtChvW9Xva https://t.co/Yk6eQsifsK,data_image/hurricane_harvey/5_9_2017/905037826286387200_0.jpg,1
34,CrisisMMD,905664802214858752_0,data/crisismmd/data_image/hurricane_harvey/7_9_2017/905664802214858752_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.06e+17,Nature At Its Fiercest And Humanity At Its Best https://t.co/HAPdx47L5R https://t.co/S7f3Sqoq7d,data_image/hurricane_harvey/7_9_2017/905664802214858752_0.jpg,1
35,CrisisMMD,910117311943708672_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910117311943708672_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,"RT @atebbenhoff: Footprints sculpture survived Irma on Anguilla. Happy about that, sad about the devastation. https://t.co/PalIp5xecw",data_image/hurricane_irma/19_9_2017/910117311943708672_0.jpg,1
36,CrisisMMD,912945159242866694_0,data/crisismmd/data_image/hurricane_maria/27_9_2017/912945159242866694_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.13e+17,COLIHAUT HIT HARD BY CATEGORY 5 HURRICANE MARIA | AERIAL DOMINICA Watch Now Ã¡Â½â€ž9https://t.co/BTdVeBraYB https://t.co/iGMz5F6hV7,data_image/hurricane_maria/27_9_2017/912945159242866694_0.jpg,1
37,CrisisMMD,909466733173465088_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909466733173465088_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,hurricane_irma,9.09e+17,Not Covered: Why Our National Flood Insurance Program is (Also) Underwater https://t.co/oSBmuelSzn https://t.co/2Y9x4YI3wW,data_image/hurricane_irma/17_9_2017/909466733173465088_0.jpg,1
38,CrisisMMD,906934889919991808_0,data/crisismmd/data_image/hurricane_harvey/10_9_2017/906934889919991808_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.07e+17,Analysts: Hurricane Harvey could slow economic growth by full percentageÂ point https://t.co/C53lb7nHLs https://t.co/xFaettK2sp,data_image/hurricane_harvey/10_9_2017/906934889919991808_0.jpg,1
39,CrisisMMD,910246138564943872_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910246138564943872_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,Tampa News Polk County flower shop struggling with business after damage from Hurricane Irma https://t.co/sOPEafnIve https://t.co/dhzM393GdQ,data_image/hurricane_irma/19_9_2017/910246138564943872_0.jpg,1
40,CrisisMMD,910118787080441857_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910118787080441857_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,"Post-Irma, Why Not Bury All Power Lines? https://t.co/EvKmh6Rz9A https://t.co/5EqF6k6eUI",data_image/hurricane_irma/19_9_2017/910118787080441857_0.jpg,1
41,CrisisMMD,870061681493155844_0,data/crisismmd/data_image/srilanka_floods/31_5_2017/870061681493155844_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,srilanka_floods,8.7e+17,RT @CGamaathige: The situation in the morning of southern expressway-nilwalagate #FloodSL https://t.co/d7td71uWfK,data_image/srilanka_floods/31_5_2017/870061681493155844_0.jpg,1
42,CrisisMMD,869957461993635840_0,data/crisismmd/data_image/srilanka_floods/31_5_2017/869957461993635840_0.jpg,mild,informative,infrastructure_and_utility_damage,flood,srilanka_floods,8.7e+17,https://t.co/Z4mxTO7fpp Indian Navy carries out relief operations in flood-hit Sri Lanka https://t.co/VUbcpnUwfq,data_image/srilanka_floods/31_5_2017/869957461993635840_0.jpg,1
43,CrisisMMD,909380916828606464_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909380916828606464_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.09e+17,RT @CNN: Don't forget about us: Hurricane Irma's desperate Caribbean survivors https://t.co/JuROreJcbN https://t.co/p0sDPGhzIK,data_image/hurricane_irma/17_9_2017/909380916828606464_0.jpg,1
44,CrisisMMD,910112563781881862_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910112563781881862_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,The Latest: Irma https://t.co/iHfeMkFeOV #news #usa #headline | á½¨0 by https://t.co/ph3dzl6be9 https://t.co/ZOhHhn0bCA,data_image/hurricane_irma/19_9_2017/910112563781881862_0.jpg,1
45,CrisisMMD,910262796935450624_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910262796935450624_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,Hurricane Irma: State legislators grill Duke Energy about power outages https://t.co/hdu32MVqmv https://t.co/dp1zKZjRWK,data_image/hurricane_irma/19_9_2017/910262796935450624_0.jpg,1
46,CrisisMMD,901721172961890304_0,data/crisismmd/data_image/hurricane_harvey/27_8_2017/901721172961890304_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.02e+17,"The hurricane ""Harvey"" in the USA: first victims and destructions - RIA Novosti, 8/27/20... https://t.co/equIpRyT4s https://t.co/rS0oZb9rKG",data_image/hurricane_harvey/27_8_2017/901721172961890304_0.jpg,1
47,CrisisMMD,909900030886187009_0,data/crisismmd/data_image/hurricane_irma/18_9_2017/909900030886187009_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,#Mary #threatens to #repeat the #wake of #destruction left by #Irma https://t.co/cqHXG3lQKJ,data_image/hurricane_irma/18_9_2017/909900030886187009_0.jpg,1
48,CrisisMMD,910151391842205696_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910151391842205696_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,Jefferson City fire chief helps St. John after Irma #jcmo #MidMo https://t.co/PJXwIDbaLE https://t.co/3mTJBEQl5Z,data_image/hurricane_irma/19_9_2017/910151391842205696_0.jpg,1
49,CrisisMMD,910211896451592193_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910211896451592193_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,Hurricane Irma damage could be as high as $65 billion. https://t.co/W6LI8XcVR3 https://t.co/6bEP8U0Bao,data_image/hurricane_irma/19_9_2017/910211896451592193_0.jpg,1
50,CrisisMMD,906984251538776071_0,data/crisismmd/data_image/hurricane_harvey/10_9_2017/906984251538776071_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.07e+17,Just a little breezy and rain is picking up. Just under a tornado warning now. Probably sleeping downstairs tonight. https://t.co/9SpMazjPm4,data_image/hurricane_harvey/10_9_2017/906984251538776071_0.jpg,1
51,CrisisMMD,909746223954849793_0,data/crisismmd/data_image/hurricane_irma/18_9_2017/909746223954849793_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,Irma weakens to tropical storm in Florida:Â forecasters https://t.co/dc3J2aYHh9 https://t.co/CmcOcKnPjE,data_image/hurricane_irma/18_9_2017/909746223954849793_0.jpg,1
52,CrisisMMD,908169364716781568_0,data/crisismmd/data_image/hurricane_harvey/14_9_2017/908169364716781568_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.08e+17,Still debris piles in neighborhood after Harvey...Baytown TX https://t.co/sFTpeZ0wZk,data_image/hurricane_harvey/14_9_2017/908169364716781568_0.jpg,1
53,CrisisMMD,922153859354677254_0,data/crisismmd/data_image/hurricane_maria/22_10_2017/922153859354677254_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.22e+17,@CNN 1st. get rid of @thedemocrats! They destroyed Puerto Rico! https://t.co/bJVgSBhGNd,data_image/hurricane_maria/22_10_2017/922153859354677254_0.jpg,1
54,CrisisMMD,909436803853189121_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909436803853189121_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.09e+17,#Georgia residents affected by #Irma may register for @fema assistance: https://t.co/y4EbR7HEyO | #Savannah https://t.co/B5ADSUquXD,data_image/hurricane_irma/17_9_2017/909436803853189121_0.jpg,1
55,CrisisMMD,904705739733782530_0,data/crisismmd/data_image/hurricane_harvey/4_9_2017/904705739733782530_0.jpg,little_or_none,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.05e+17,Businesses Underwater After Harvey Ã¢â‚¬â€ PhotoÃ‚ Essay https://t.co/1JzhaVkHNF https://t.co/P4L5Jd6B8g,data_image/hurricane_harvey/4_9_2017/904705739733782530_0.jpg,1
56,CrisisMMD,870450100342063104_0,data/crisismmd/data_image/srilanka_floods/2_6_2017/870450100342063104_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,srilanka_floods,8.7e+17,RT @kezunz: We stand tall as a nationÃ¢Å“Å  Ã¡Â¼Å¸1Ã¡Â¼Å¸0#PrayForSriLanka #FloodSL https://t.co/jIFLvlGMxD,data_image/srilanka_floods/2_6_2017/870450100342063104_0.jpg,1
57,CrisisMMD,905793922303176704_0,data/crisismmd/data_image/hurricane_harvey/7_9_2017/905793922303176704_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_harvey,9.06e+17,There will be a special collection in parishes Sept. 9-10 to support #HarveyRelief https://t.co/ELghBmH3Sd https://t.co/5XVR69VcmT,data_image/hurricane_harvey/7_9_2017/905793922303176704_0.jpg,1
58,CrisisMMD,907315378187055105_0,data/crisismmd/data_image/hurricane_harvey/11_9_2017/907315378187055105_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,hurricane_harvey,9.07e+17,Google will repair Hurricane Harvey victims' Pixel phones for free in Houston https://t.co/m6SCTco3Q2 #SocialMedia https://t.co/AfwjJkBghs,data_image/hurricane_harvey/11_9_2017/907315378187055105_0.jpg,1
59,CrisisMMD,911913161703424001_0,data/crisismmd/data_image/hurricane_maria/24_9_2017/911913161703424001_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.12e+17,Caribbean islands assess damage from HurricaneÂ Maria https://t.co/HBOj82zOrW https://t.co/tKSbrN4gcF,data_image/hurricane_maria/24_9_2017/911913161703424001_0.jpg,1
60,CrisisMMD,916019437865709570_0,data/crisismmd/data_image/hurricane_maria/5_10_2017/916019437865709570_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.16e+17,RT @AJStream: Watch the second half of our discussion on rebuilding Puerto Rico in 15 min: https://t.co/ROFEstRpOh https://t.co/NvK8Cbuf0C,data_image/hurricane_maria/5_10_2017/916019437865709570_0.jpg,1
61,CrisisMMD,909864932719685632_0,data/crisismmd/data_image/hurricane_irma/18_9_2017/909864932719685632_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,'Never seen anything like it': Stratford principal endures hurricane Irma https://t.co/Pwca0AXeFo https://t.co/iDxEzVs7gg,data_image/hurricane_irma/18_9_2017/909864932719685632_0.jpg,1
62,CrisisMMD,910222253048156166_0,data/crisismmd/data_image/hurricane_irma/19_9_2017/910222253048156166_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,University head ousted over #Irma evacuations https://t.co/eGrjSE1NM7 https://t.co/X7jqMfZ2zS,data_image/hurricane_irma/19_9_2017/910222253048156166_0.jpg,1
63,CrisisMMD,916179895105056768_0,data/crisismmd/data_image/hurricane_maria/6_10_2017/916179895105056768_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.16e+17,"Elon Musk floats solar overhaul of Puerto Rico power grid, governor says ""Let's talk"" https://t.co/Qe1pIbbxpr https://t.co/upXuTapZga",data_image/hurricane_maria/6_10_2017/916179895105056768_0.jpg,1
64,CrisisMMD,909841216413429760_0,data/crisismmd/data_image/hurricane_irma/18_9_2017/909841216413429760_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.1e+17,FEMA Disaster Assistance: What You Need To Know After Irma https://t.co/kheWhGrXkJ https://t.co/LHq1caohQr,data_image/hurricane_irma/18_9_2017/909841216413429760_0.jpg,1
65,CrisisMMD,869999741165109248_0,data/crisismmd/data_image/srilanka_floods/31_5_2017/869999741165109248_0.jpg,severe,informative,infrastructure_and_utility_damage,flood,srilanka_floods,8.7e+17,UN update on 31 May on monsoon floods and landslides in #SriLanka @UNSriLanka https://t.co/Is0vwRRkQp https://t.co/lSDIZEO9gy,data_image/srilanka_floods/31_5_2017/869999741165109248_0.jpg,1
66,CrisisMMD,910550162027692033_0,data/crisismmd/data_image/hurricane_maria/20_9_2017/910550162027692033_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.11e+17,(How To Help The Victims Of Hurricane Maria) has been published on Beautiful life - https://t.co/C1f30Z6WA5 https://t.co/H0AdBGqmrx,data_image/hurricane_maria/20_9_2017/910550162027692033_0.jpg,1
67,CrisisMMD,911602843882098688_0,data/crisismmd/data_image/hurricane_maria/23_9_2017/911602843882098688_0.jpg,severe,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.12e+17,ICYMI: RARadio Samaritan's Purse Ramping Up Aid Efforts in Caribbean After Hurricane Maria https://t.co/96IFr7JFek https://t.co/Ko0DktOpbx,data_image/hurricane_maria/23_9_2017/911602843882098688_0.jpg,1
68,CrisisMMD,909474049079889920_0,data/crisismmd/data_image/hurricane_irma/17_9_2017/909474049079889920_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_irma,9.09e+17,RT @ShelleyPoticha: Irma? Harvey?â€”We need to talk about infrastructure. Now. https://t.co/ZFsTYSsVDj via @onEarthMag https://t.co/WzQU06ZBxh,data_image/hurricane_irma/17_9_2017/909474049079889920_0.jpg,1
69,CrisisMMD,910572551071440896_0,data/crisismmd/data_image/hurricane_maria/20_9_2017/910572551071440896_0.jpg,mild,informative,infrastructure_and_utility_damage,hurricane,hurricane_maria,9.11e+17,Hurricane Maria continues destructive path through The Caribbean https://t.co/vpVqIKUjm2 https://t.co/Qsl8vjOlLf,data_image/hurricane_maria/20_9_2017/910572551071440896_0.jpg,1
